id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
982,"Lovin ' You Is Fun Country , Music Album Only 3:19",Easton Corbin,"NOW That 's What I Call Country , Vol . 6",None,None,"2013 UMG Recordings , Inc. and Sony Music Entertainment",None,11-Jun-13
983,"Home Dierks Bentley Country , Music Album Only 2012 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS , INC. 3:58",None,"NOW That 's What I Call Country , Vol . 5",None,None,None,None,12-Jun-12
984,"The Breath You Take George Strait Country , Music 2011 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS , INC.",None,"Now That 's What I Call Country , Vol . 4",None,Album Only,None,3:34,14-Jun-11
985,"You 're Not Sorry ( CSI Remix ) Taylor Swift Country , Music 4:22",None,You 're Not Sorry ( CSI Remix ) - Single,None,$ 1.29,"2009 Big Machine Records , LLC",None,5-Mar-09
986,"Love Story ( Pop Mix ) Country , Music , Honky Tonk , Rock , Pop , Pop/Rock 3:53 6-Jan-09",Taylor Swift,Love Story ( Pop Mix ) - Single,None,$ 1.29,"2009 Big Machine Records , LLC",None,None
987,Picture to Burn ( Live ) Taylor Swift iTunes Live from SoHo,None,None,"Country , Music , Pop , Teen Pop , Contemporary Country",$ 1.29,"2007 Big Machine Records , LLC All Rights Reserved",3:33,15-Jan-08
988,"Picture to Burn ( Live ) iTunes Live from SoHo $ 1.29 2007 Big Machine Records , LLC All Rights Reserved 3:33 15-Jan-08",Taylor Swift,None,"Country , Music , Pop , Teen Pop , Contemporary Country",None,None,None,None
989,Picture to Burn ( Live ) iTunes Live from SoHo,Taylor Swift,None,"Country , Music , Pop , Teen Pop , Contemporary Country",$ 1.29,"2007 Big Machine Records , LLC All Rights Reserved",3:33,15-Jan-08
990,Picture to Burn ( Live ) Taylor Swift $ 1.29 15-Jan-08,None,iTunes Live from SoHo,"Country , Music , Pop , Teen Pop , Contemporary Country",None,"2007 Big Machine Records , LLC All Rights Reserved",3:33,None
991,"Picture to Burn ( Live ) Taylor Swift iTunes Live from SoHo Country , Music , Pop , Teen Pop , Contemporary Country 2007 Big Machine Records , LLC All Rights Reserved 3:33",None,None,None,$ 1.29,None,None,15-Jan-08
992,"Picture to Burn ( Live ) Taylor Swift iTunes Live from SoHo Country , Music , Pop , Teen Pop , Contemporary Country $ 1.29",None,None,None,None,"2007 Big Machine Records , LLC All Rights Reserved",3:33,15-Jan-08
993,"Picture to Burn ( Live ) Country , Music , Pop , Teen Pop , Contemporary Country $ 1.29 15-Jan-08",Taylor Swift,iTunes Live from SoHo,None,None,"2007 Big Machine Records , LLC All Rights Reserved",3:33,None
994,Picture to Burn ( Live ) iTunes Live from SoHo 3:33 15-Jan-08,Taylor Swift,None,"Country , Music , Pop , Teen Pop , Contemporary Country",$ 1.29,"2007 Big Machine Records , LLC All Rights Reserved",None,None
995,White Christmas Taylor Swift The Taylor Swift Holiday Collection - EP $ 1.29,None,None,"Holiday , Music , Country , Honky Tonk , Christmas",None,"2008 Big Machine Records , LLC",2:34,14-Oct-07
996,"White Christmas Taylor Swift The Taylor Swift Holiday Collection - EP Holiday , Music , Country , Honky Tonk , Christmas 2008 Big Machine Records , LLC 2:34",None,None,None,$ 1.29,None,None,14-Oct-07
997,White Christmas $ 1.29 14-Oct-07,Taylor Swift,The Taylor Swift Holiday Collection - EP,"Holiday , Music , Country , Honky Tonk , Christmas",None,"2008 Big Machine Records , LLC",2:34,None
998,"White Christmas The Taylor Swift Holiday Collection - EP $ 1.29 2008 Big Machine Records , LLC",Taylor Swift,None,"Holiday , Music , Country , Honky Tonk , Christmas",None,None,2:34,14-Oct-07
999,White Christmas Taylor Swift The Taylor Swift Holiday Collection - EP $ 1.29 2:34 14-Oct-07,None,None,"Holiday , Music , Country , Honky Tonk , Christmas",None,"2008 Big Machine Records , LLC",None,None
1000,"( Kissed You ) Good Night NOW That 's What I Call Country Ballads 2 2014 UMG Recordings , Inc. and Sony Music Entertainment 3:53 21-Jan-14",Gloriana,None,"Country , Music",Album Only,None,None,None
1001,"Remember When Alan Jackson NOW That 's What I Call Country Ballads Country , Music Album Only",None,None,None,None,"Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",4:32,24-Jan-12
1002,"Venice Classical , Music , Opera , Soundtrack , Rock , Classical Crossover , Soundtrack 2013 The Weinstein Company LLC . Under exclusive license to Sony Music Entertainment 3:29",London Session Orchestra,One Chance,None,$ 1.29,None,None,22-Oct-13
1003,Safe and Sound ( NOW What 's Next Bonus Track ) 3:12,Capital Cities,Now 45,"Pop , Music",Album Only,"Compilation 2013 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",None,5-Feb-13
1004,"Glad You Came Compilation 2013 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",The Wanted,NOW That 's What I Call Love Songs,"Pop , Music",Album Only,None,3:15,22-Jan-13
1005,"Earthquake ( feat . Busta Rhymes ) [ Bonus Track ] Now That 's What I Call Music , Vol . 42 Album Only",Labrinth,None,"Pop , Music",None,"Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",4:19,1-May-12
1006,"You Are In Love Taylor Swift Pop , Music $ 1.29 4:27 24-Feb-15",None,You Are In Love - Single,None,None,"2014 Big Machine Records , LLC",None,None
1007,"Wonderland Taylor Swift Wonderland - Single Pop , Music 2014 Big Machine Records , LLC",None,None,None,$ 1.29,None,4:05,17-Feb-15
1008,"New Romantics Pop , Music , Rock $ 1.29 3-Mar-15",Taylor Swift,New Romantics - Single,None,None,"2015 Big Machine Records , LLC",3:50,None
1009,"Bad Blood ( feat . Kendrick Lamar ) Pop , Music 3:19 17-May-15",Taylor Swift,Bad Blood ( feat . Kendrick Lamar ) - Single,None,$ 1.29,"2015 Big Machine Records , LLC .",None,None
1010,"Underage Country , Music , Contemporary Country , Honky Tonk , Rock 2015 Black River Entertainment 3:10",Kelsea Ballerini,The First Time,None,$ 1.29,None,None,18-May-15
1011,"Close Your Eyes Country , Music , Honky Tonk , Contemporary Country 3:56",Dan + Shay,Where It All Began,None,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,None,1-Apr-14
1012,"The Back Roads and the Back Row Cole Swindell Cole Swindell Country , Music , Contemporary Country $ 1.29 3:41 18-Feb-14",None,None,None,None,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,None,None
1013,Maps for the Getaway Andrew McMahon In the Wilderness $ 1.29,Andrew McMahon In the Wilderness,None,"Alternative , Music , Rock , Pop , Pop/Rock , Electronic , Adult Alternative",None,"2014 Vanguard Records , a Welk Music Group Company",3:57,14-Oct-14
1014,"Rubidoux Alternative , Music , Indie Rock",Cold War Kids,Robbers & Cowards,None,Album Only,"2007 Downtown Music , LLC .",11:02,12-May-07
1015,"Beats a Million Bucks Country , Music , Rock $ 0.99 4:15",Chase Rice,Country As Me,None,None,2011 Artist Revolution,None,8-Mar-11
1016,"Tempest Furious 7 ( Original Motion Picture Soundtrack ) [ Deluxe Version ] Soundtrack , Music This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 17-Mar-15",Deftones,None,None,Album Only,None,6:05,None
1017,"Tempest Soundtrack , Music 17-Mar-15",Deftones,Furious 7 ( Original Motion Picture Soundtrack ) [ Deluxe Version ],None,Album Only,This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,6:05,None
1018,"Isle of Flightless Birds twenty one pilots Rock , Music , Pop 5:45 29-Dec-09",None,twenty one pilots,None,$ 0.99,2009 Twenty One Pilots,None,None
1019,"Together Disclosure , Sam Smith , Nile Rodgers & James Napier Settle ( The Remixes ) Electronic , Music , Dance , Garage , House Album Only 2:22 16-Dec-13",None,None,None,None,"2013 Universal Island Records , a division of Universal Music Operations Limited",None,None
1020,"Together Settle ( The Remixes ) Electronic , Music , Dance , Garage , House Album Only 2013 Universal Island Records , a division of Universal Music Operations Limited 16-Dec-13","Disclosure , Sam Smith , Nile Rodgers & James Napier",None,None,None,None,2:22,None
1021,"Together Disclosure , Sam Smith , Nile Rodgers & James Napier Settle ( The Remixes ) Electronic , Music , Dance , Garage , House 2:22 16-Dec-13",None,None,None,Album Only,"2013 Universal Island Records , a division of Universal Music Operations Limited",None,None
1022,"Masterpiece ( feat . Jordan Rakei ) Disclosure Album Only 2015 Island Records , a division of Universal Music Operations Limited",None,Caracal,"Electronic , Music , Dance , Garage , House , Rock",None,None,4:01,None
1023,"Masterpiece ( feat . Jordan Rakei ) Electronic , Music , Dance , Garage , House , Rock 4:01",Disclosure,Caracal,None,Album Only,"2015 Island Records , a division of Universal Music Operations Limited",None,None
1024,"Bang That Bang That - Single Electronic , Music $ 1.29 2015 Island Records , a division of Universal Music Operations Limited",Disclosure,None,None,None,None,5:26,1-May-15
1025,"Afterthought Electronic , Music , Dance , House , Garage , Rock 2015 Island Records , a division of Universal Music Operations Limited",Disclosure,Caracal ( Deluxe ),None,Album Only,None,5:20,None
1026,"Afterthought Electronic , Music , Dance , House , Garage , Rock Album Only 5:20",Disclosure,Caracal ( Deluxe ),None,None,"2015 Island Records , a division of Universal Music Operations Limited",None,None
1027,Boiling ( Medlar Remix ) Disclosure,None,Control,"Electronic , Music , Dance",$ 1.29,2013 Greco-Roman Ltd,5:52,2-Apr-13
1028,Together,"Disclosure , Sam Smith , Nile Rodgers & James Napier",Settle ( The Remixes ),"Electronic , Music , Dance , Garage , House",Album Only,"2013 Universal Island Records , a division of Universal Music Operations Limited",2:22,16-Dec-13
1029,"My Love ( feat . Jess Glynne ) [ Anthems House Edit ] Dance , Music Album Only 3:42 17-Nov-14",Route 94,Anthems House - Ministry of Sound,None,None,2014 Ministry of Sound Recordings Ltd,None,None
1030,"Stolen Dance ( Weekend Edit ) [ FlicFlac Radio Edit ] Dance , Music Album Only 3:22",Milky Chance,The Weekender - Ministry of Sound,None,None,2015 Ministry of Sound Recordings Ltd,None,12-Jan-15
1031,Ironing Man ( I Love House Edit ) 4:47 13-Apr-15,Mark Knight,I Love House - Ministry of Sound,"Dance , Music",$ 1.29,2015 Ministry of Sound Recordings Ltd,None,None
1032,"Afterthought Disclosure Caracal ( Deluxe ) 2015 Island Records , a division of Universal Music Operations Limited",None,None,"Electronic , Music , Dance , House , Garage , Rock",Album Only,None,5:20,None
1033,"Boiling ( Medlar Remix ) Disclosure Control Electronic , Music , Dance 5:52 2-Apr-13",None,None,None,$ 1.29,2013 Greco-Roman Ltd,None,None
1034,"Together Settle ( The Remixes ) 2013 Universal Island Records , a division of Universal Music Operations Limited 2:22 16-Dec-13","Disclosure , Sam Smith , Nile Rodgers & James Napier",None,"Electronic , Music , Dance , Garage , House",Album Only,None,None,None
1035,"Together Settle ( The Remixes ) Album Only 2013 Universal Island Records , a division of Universal Music Operations Limited 2:22","Disclosure , Sam Smith , Nile Rodgers & James Napier",None,"Electronic , Music , Dance , Garage , House",None,None,None,16-Dec-13
1036,"Everything You Never Had ( We Had It All ) [ ESRR Edit ] [ feat . Andreya Triana ] Dance , Music 2:43 10-Feb-14",Breach,"Eat , Sleep , Rave , Repeat - Ministry of Sound",None,Album Only,2014 Ministry of Sound Recordings Ltd,None,None
1037,Place of Love ( feat . Filburt ) [ MP Edit ] Chilled House Session 2014 - Ministry of Sound $ 1.29 5:42 16-Feb-14,Good Guy Mikesh,None,"Dance , Music",None,2014 Ministry of Sound Recordings Ltd,None,None
1038,"Loving You Is Easy ( A2B 2014 US Edit ) Addicted To Bass 2014 - Ministry of Sound Dance , Music 2014 Ministry of Sound Recordings Ltd 3:47 7-Apr-14",Camo & Krooked,None,None,$ 1.29,None,None,None
1039,"The Mechanism The Mechanism - Single Electronic , Music $ 1.29 2014 Universal Island Records , a division of Universal Music Operations Limited 6:26 13-May-14",Disclosure & Friend Within,None,None,None,None,None,None
1040,Still Believe ( Ibiza Annual 2014 Edit ) [ feat . Marcoradi ] Gerd Ibiza Annual 2014 - Ministry of Sound $ 1.29 2014 Ministry of Sound Recordings Ltd 5:55,None,None,"Dance , Music",None,None,None,7-Jul-14
1041,"Worth My Time R&B / Soul , Music , Rock , Contemporary R&B , Dance 3:28 2-Dec-14",Mary J. Blige,The London Sessions,None,$ 1.29,"2014 Capitol Records , LLC",None,None
1042,Jaded ( The Sound of Deep House Edit ) The Sound of Deep House - Ministry of Sound $ 1.29 4:10 29-Apr-13,Toyboy & Robin,None,"Dance , Music",None,2013 Ministry of Sound Recordings Limited,None,None
1043,Midnight Request Line ( Superstar DJs Edit ) Skream Album Only 2013 Ministry of Sound Recordings Ltd. 3:52,None,Superstar DJs - Ministry of Sound,"Dance , Music",None,None,None,1-Jul-13
1044,"Claire Dance , Music",Clarian & Guy Gerber,Chilled House Ibiza 2013 - Ministry of Sound,None,$ 1.29,2013 Ministry of Sound Recordings Limited,6:59,21-Jul-13
1045,"Falling ( Commited To Sparkle Motion ) [ Ibiza Annual 2013 Edit ] [ Axwell Radio Edit ] Discopolis Ibiza Annual 2013 - Ministry of Sound Dance , Music Album Only 3:05 2-Sep-13",None,None,None,None,2013 Ministry of Sound Recordings Ltd.,None,None
1046,"Everything You Never Had ( We Had It All ) [ feat . Andreya Triana ] [ Joe Goddard Remix ] Dance , Music Album Only 2013 Virgin EMI Records , a division of Universal Music Operations Limited",Breach,Annie Mac Presents 2013,None,None,None,5:45,15-Oct-13
1047,"Without You ( The Annual 2014 Us Edit ) [ feat . Totally Enormous Extinct Dinosaurs ] The Annual 2014 - Ministry of Sound Dance , Music 2013 Ministry of Sound Recordings Ltd. 3:59 11-Nov-13",Dillon Francis,None,None,Album Only,None,None,None
1048,"Together Sam Smith , Nile Rodgers , Disclosure & Jimmy Napes Together - Single 2013 Method Music Ltd.",None,None,"Electronic , Music , Dance , Garage , House",$ 1.29,None,2:22,25-Nov-13
1049,"Man With the Red Face ( Running Trax 2014 Edit ) [ feat . Funkagenda ] [ Hardwell Remix ] Running Trax 2014 - Ministry of Sound Fitness & Workout , Music $ 1.29 2013 Ministry of Sound Recordings Ltd 18-Dec-13",Mark Knight,None,None,None,None,4:47,None
1050,Neva Knew ( The Sound of Trap Edit ) [ Baauer Remix ] Obey City $ 1.29 2013 Ministry of Sound Recordings Ltd 3:35 18-Dec-13,None,The Sound of Trap - Ministry of Sound,"Dance , Music",None,None,None,None
1051,"Together Disclosure , Sam Smith , Nile Rodgers & James Napier Electronic , Music , Dance , Garage , House Album Only 2:22",None,Settle ( The Remixes ),None,None,"2013 Universal Island Records , a division of Universal Music Operations Limited",None,16-Dec-13
1052,"Together Disclosure , Sam Smith , Nile Rodgers & James Napier Settle ( The Remixes ) 2013 Universal Island Records , a division of Universal Music Operations Limited 2:22 16-Dec-13",None,None,"Electronic , Music , Dance , Garage , House",Album Only,None,None,None
1053,Together,"Disclosure , Sam Smith , Nile Rodgers & James Napier",Settle ( The Remixes ),"Electronic , Music , Dance , Garage , House",Album Only,"2013 Universal Island Records , a division of Universal Music Operations Limited",2:22,16-Dec-13
1054,"Together Electronic , Music , Dance , Garage , House Album Only 16-Dec-13","Disclosure , Sam Smith , Nile Rodgers & James Napier",Settle ( The Remixes ),None,None,"2013 Universal Island Records , a division of Universal Music Operations Limited",2:22,None
1055,Together Settle ( The Remixes ) Album Only,"Disclosure , Sam Smith , Nile Rodgers & James Napier",None,"Electronic , Music , Dance , Garage , House",None,"2013 Universal Island Records , a division of Universal Music Operations Limited",2:22,16-Dec-13
1056,"Together Electronic , Music , Dance , Garage , House 16-Dec-13","Disclosure , Sam Smith , Nile Rodgers & James Napier",Settle ( The Remixes ),None,Album Only,"2013 Universal Island Records , a division of Universal Music Operations Limited",2:22,None
1057,"Together Disclosure , Sam Smith , Nile Rodgers & James Napier Settle ( The Remixes ) Electronic , Music , Dance , Garage , House Album Only",None,None,None,None,"2013 Universal Island Records , a division of Universal Music Operations Limited",2:22,16-Dec-13
1058,Drop the Game ( R&B Mixtape Edit ) Album Only 3:42,Flume & Chet Faker,R&B Mixtape - Ministry of Sound,"R&B / Soul , Music",None,2014 Ministry of Sound Recordings Ltd,None,23-Mar-14
1059,Place of Love ( feat . Filburt ) [ MP Edit ] Chilled House Session 2014 - Ministry of Sound 16-Feb-14,Good Guy Mikesh,None,"Dance , Music",$ 1.29,2014 Ministry of Sound Recordings Ltd,5:42,None
1060,"Together Electronic , Music , Dance , Garage , House Album Only 2013 Universal Island Records , a division of Universal Music Operations Limited 16-Dec-13","Disclosure , Sam Smith , Nile Rodgers & James Napier",Settle ( The Remixes ),None,None,None,2:22,None
1061,"The Greatest View ( feat . Isabella Manfredi ) Flume Flume ( Deluxe Edition ) Electronic , Music $ 1.29",None,None,None,None,"2013 Mom + Pop , under exclusive license from Future Classic for North America",4:02,12-Nov-13
1062,Street Light Chronicle Offline Dexterity - Single 4:59 29-Aug-10,Disclosure,None,"Alternative , Music",$ 0.99,2010 Moshi Moshi Records,None,None
1063,"Street Light Chronicle Disclosure Alternative , Music 2010 Moshi Moshi Records",None,Offline Dexterity - Single,None,$ 0.99,None,4:59,29-Aug-10
1064,Flow Disclosure $ 0.99 5:09 30-Jan-12,None,Tenderly / Flow - Single,"Dance , Music",None,2012 Make Mine,None,None
1065,Flow Disclosure Tenderly / Flow - Single $ 0.99 30-Jan-12,None,None,"Dance , Music",None,2012 Make Mine,5:09,None
1066,"Moda Black ( Continuous Mix ) Electronic , Music",Jaymo & Andy George,Moda Black ( Mixed By Jaymo & Andy George ),None,Album Only,2012 Moda Black,1:07:06,8-Jul-12
1067,Tapa Slap In the Bass Future Bass - Ministry of Sound 9-Sep-12,None,None,"Dance , Music",$ 1.29,2012 Ministry of Sound Recordings Limited,4:08,None
1068,Avenue ( feat . Alisa Fedele ) Sandy Rivera Defected Presents Most Rated 2013 2012 Defected Records Limited 4:03,None,None,"Dance , Music",$ 1.99,None,None,30-Nov-12
1069,Boiling ( Medlar Remix ) Control,Disclosure,None,"Electronic , Music , Dance",$ 1.29,2013 Greco-Roman Ltd,5:52,2-Apr-13
1070,"Boiling ( Medlar Remix ) Disclosure Electronic , Music , Dance $ 1.29",None,Control,None,None,2013 Greco-Roman Ltd,5:52,2-Apr-13
1071,Boiling ( Medlar Remix ) $ 1.29 5:52 2-Apr-13,Disclosure,Control,"Electronic , Music , Dance",None,2013 Greco-Roman Ltd,None,None
1072,"Boiling ( Medlar Remix ) Electronic , Music , Dance 2013 Greco-Roman Ltd 5:52 2-Apr-13",Disclosure,Control,None,$ 1.29,None,None,None
1073,"Afterthought Caracal ( Deluxe ) Electronic , Music , Dance , House , Garage , Rock Album Only 5:20",Disclosure,None,None,None,"2015 Island Records , a division of Universal Music Operations Limited",None,None
1074,Afterthought Disclosure Caracal ( Deluxe ),None,None,"Electronic , Music , Dance , House , Garage , Rock",Album Only,"2015 Island Records , a division of Universal Music Operations Limited",5:20,None
1075,"Afterthought Caracal ( Deluxe ) 2015 Island Records , a division of Universal Music Operations Limited",Disclosure,None,"Electronic , Music , Dance , House , Garage , Rock",Album Only,None,5:20,None
1076,"Afterthought 2015 Island Records , a division of Universal Music Operations Limited",Disclosure,Caracal ( Deluxe ),"Electronic , Music , Dance , House , Garage , Rock",Album Only,None,5:20,None
1077,"Afterthought Disclosure Caracal ( Deluxe ) Electronic , Music , Dance , House , Garage , Rock Album Only",None,None,None,None,"2015 Island Records , a division of Universal Music Operations Limited",5:20,None
1078,"Afterthought Disclosure Electronic , Music , Dance , House , Garage , Rock 2015 Island Records , a division of Universal Music Operations Limited",None,Caracal ( Deluxe ),None,Album Only,None,5:20,None
1079,"Masterpiece ( feat . Jordan Rakei ) Disclosure Electronic , Music , Dance , Garage , House , Rock",None,Caracal,None,Album Only,"2015 Island Records , a division of Universal Music Operations Limited",4:01,None
1080,"Masterpiece ( feat . Jordan Rakei ) Electronic , Music , Dance , Garage , House , Rock Album Only 2015 Island Records , a division of Universal Music Operations Limited",Disclosure,Caracal,None,None,None,4:01,None
1081,"Masterpiece ( feat . Jordan Rakei ) Disclosure Electronic , Music , Dance , Garage , House , Rock Album Only",None,Caracal,None,None,"2015 Island Records , a division of Universal Music Operations Limited",4:01,None
1082,Masterpiece ( feat . Jordan Rakei ) Caracal Album Only 4:01,Disclosure,None,"Electronic , Music , Dance , Garage , House , Rock",None,"2015 Island Records , a division of Universal Music Operations Limited",None,None
1083,"Masterpiece ( feat . Jordan Rakei ) Caracal Album Only 2015 Island Records , a division of Universal Music Operations Limited",Disclosure,None,"Electronic , Music , Dance , Garage , House , Rock",None,None,4:01,None
1084,"Masterpiece ( feat . Jordan Rakei ) Disclosure Caracal 2015 Island Records , a division of Universal Music Operations Limited 4:01",None,None,"Electronic , Music , Dance , Garage , House , Rock",Album Only,None,None,None
1085,"Masterpiece ( feat . Jordan Rakei ) Caracal Electronic , Music , Dance , Garage , House , Rock Album Only 2015 Island Records , a division of Universal Music Operations Limited 4:01",Disclosure,None,None,None,None,None,None
1086,"Masterpiece ( feat . Jordan Rakei ) Electronic , Music , Dance , Garage , House , Rock 4:01",Disclosure,Caracal,None,Album Only,"2015 Island Records , a division of Universal Music Operations Limited",None,None
1087,"On Trees and Birds and Fire ( CHS6 Edit ) [ Sam Feldt & Bloombox Remix ] Dance , Music 2015 Ministry of Sound Recordings Ltd 1-Feb-15",I Am Oak,Chilled House Session 2015 - Ministry of Sound,None,Album Only,None,3:33,None
1088,Do You Feel the Same ? Hercules & Love Affair Defected Presents Dimitri from Paris In the House of Disco 2014 Defected Records Limited 4:41 15-Jun-14,None,None,"Dance , Music , House",Album Only,None,None,None
1089,"Afterthought Disclosure Electronic , Music , Dance , House , Garage , Rock Album Only",None,Caracal ( Deluxe ),None,None,"2015 Island Records , a division of Universal Music Operations Limited",5:20,None
1090,"Afterthought Caracal ( Deluxe ) Album Only 2015 Island Records , a division of Universal Music Operations Limited",Disclosure,None,"Electronic , Music , Dance , House , Garage , Rock",None,None,5:20,None
1091,"Nirvana ( Harry Fraud Remix ) Nirvana Pop , Music , Electronic , R&B / Soul , Rock , Contemporary R&B , Adult Contemporary 3:17 28-Jan-14",Sam Smith,None,None,$ 0.69,2013 Capitol Records Ltd.,None,None
1092,"Holding On ( feat . Gregory Porter ) Electronic , Music",Disclosure,Holding On ( feat . Gregory Porter ) - Single,None,$ 1.29,"2015 Island Records , a division of Universal Music Operations Limited",5:15,26-May-15
1093,"Jaded Disclosure Jaded - Single 2015 Island Records , a division of Universal Music Operations Limited",None,None,"Electronic , Music",$ 1.29,None,4:33,15-Sep-15
1094,"Afterthought Disclosure Electronic , Music , Dance , House , Garage , Rock Album Only 2015 Island Records , a division of Universal Music Operations Limited",None,Caracal ( Deluxe ),None,None,None,5:20,None
1095,"Masterpiece ( feat . Jordan Rakei ) Caracal Electronic , Music , Dance , Garage , House , Rock Album Only 2015 Island Records , a division of Universal Music Operations Limited",Disclosure,None,None,None,None,4:01,None
1096,Afterthought Caracal ( Deluxe ) Album Only,Disclosure,None,"Electronic , Music , Dance , House , Garage , Rock",None,"2015 Island Records , a division of Universal Music Operations Limited",5:20,None
1097,"Afterthought Caracal ( Deluxe ) Album Only 2015 Island Records , a division of Universal Music Operations Limited 5:20",Disclosure,None,"Electronic , Music , Dance , House , Garage , Rock",None,None,None,None
1098,"Together Disclosure , Sam Smith , Nile Rodgers & James Napier Settle ( The Remixes ) 2013 Universal Island Records , a division of Universal Music Operations Limited 2:22",None,None,"Electronic , Music , Dance , Garage , House",Album Only,None,None,16-Dec-13
1099,Afterthought Disclosure Album Only 5:20,None,Caracal ( Deluxe ),"Electronic , Music , Dance , House , Garage , Rock",None,"2015 Island Records , a division of Universal Music Operations Limited",None,None
1100,"Isle of Flightless Birds twenty one pilots twenty one pilots Rock , Music , Pop 5:45 29-Dec-09",None,None,None,$ 0.99,2009 Twenty One Pilots,None,None
1101,"Isle of Flightless Birds twenty one pilots Rock , Music , Pop $ 0.99 2009 Twenty One Pilots 29-Dec-09",None,twenty one pilots,None,None,None,5:45,None
1102,Isle of Flightless Birds twenty one pilots twenty one pilots $ 0.99 2009 Twenty One Pilots 29-Dec-09,None,None,"Rock , Music , Pop",None,None,5:45,None
1103,Isle of Flightless Birds twenty one pilots 2009 Twenty One Pilots,None,twenty one pilots,"Rock , Music , Pop",$ 0.99,None,5:45,29-Dec-09
1104,"Isle of Flightless Birds twenty one pilots Rock , Music , Pop $ 0.99 2009 Twenty One Pilots 5:45",None,twenty one pilots,None,None,None,None,29-Dec-09
1105,"Isle of Flightless Birds twenty one pilots Rock , Music , Pop $ 0.99 2009 Twenty One Pilots",twenty one pilots,None,None,None,None,5:45,29-Dec-09
1106,"Isle of Flightless Birds twenty one pilots Rock , Music , Pop $ 0.99 5:45",twenty one pilots,None,None,None,2009 Twenty One Pilots,None,29-Dec-09
1107,"Isle of Flightless Birds twenty one pilots Rock , Music , Pop $ 0.99",twenty one pilots,None,None,None,2009 Twenty One Pilots,5:45,29-Dec-09
1108,"Isle of Flightless Birds twenty one pilots Rock , Music , Pop 5:45",None,twenty one pilots,None,$ 0.99,2009 Twenty One Pilots,None,29-Dec-09
1109,Isle of Flightless Birds twenty one pilots 2009 Twenty One Pilots 5:45,None,twenty one pilots,"Rock , Music , Pop",$ 0.99,None,None,29-Dec-09
1110,Isle of Flightless Birds twenty one pilots twenty one pilots $ 0.99 5:45 29-Dec-09,None,None,"Rock , Music , Pop",None,2009 Twenty One Pilots,None,None
1111,"Isle of Flightless Birds twenty one pilots Rock , Music , Pop 2009 Twenty One Pilots",twenty one pilots,None,None,$ 0.99,None,5:45,29-Dec-09
1112,"Truce twenty one pilots Vessel Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap 2:22 4-Jan-13",None,None,None,$ 1.29,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,None,None
1113,"Truce Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap 2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . 2:22",twenty one pilots,Vessel,None,$ 1.29,None,None,4-Jan-13
1114,"Stolen Dance ( Weekend Edit ) [ FlicFlac Radio Edit ] The Weekender - Ministry of Sound Dance , Music 3:22 12-Jan-15",Milky Chance,None,None,Album Only,2015 Ministry of Sound Recordings Ltd,None,None
1115,Friday ( RT15 Edit ) [ feat . Takura ] [ Prototypes Remix ] Shadow Child $ 1.29 2014 Ministry of Sound Recordings Ltd 5-Jan-15,None,Running Trax 2015 - Ministry of Sound,"Fitness & Workout , Music",None,None,3:42,None
1116,"All of Me ( Ti ' âsto 's Birthday Treatment Remix - Radio Edit ) John Legend Now Party Anthems , Vol . 2",None,None,"Pop , Music",Album Only,"This compilation ( P ) 2014 UMG Recordings , Inc. and Sony Music Entertainment",4:10,5-Aug-14
1117,"Morena ( Remix ) Don Omar , GLORY & Hector & Tito La Historia Live Latin Urban , Music , Latino 2003 Machete Music / VI Music 20-May-03",None,None,None,Album Only,None,2:38,None
1118,"Vamos a Matarnos en la Raya Hector El Father Reggaeton Best Remix Latin Urban , Music , Latino $ 1.29 2005 VI Music",None,None,None,None,None,3:32,6-Dec-05
1119,Vamos a Matarnos en la Raya Reggaeton Best Remix 2005 VI Music 6-Dec-05,Hector El Father,None,"Latin Urban , Music , Latino",$ 1.29,None,3:32,None
